State,Country,MethAcq,Drug, Potency , Nt Wt ,Seize Year,Seize Month, Post Price 
AL,,S,COCAINE HYDROCHLORIDE, 70 , 28 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 83 ," 34,000 ",2007,3, -   
DC,,S,COCAINE, 84 , 2 ,2007,3, -   
DC,,S,COCAINE, 86 , 1 ,2007,3, -   
DC,,S,COCAINE, 2 , 0 ,2007,3, -   
DC,,S,COCAINE, 80 , 2 ,2007,3, -   
DC,,S,COCAINE HYDROCHLORIDE, 92 , 11 ,2007,3, -   
DC,,S,COCAINE HYDROCHLORIDE, 92 , 6 ,2007,3, -   
DC,,S,COCAINE HYDROCHLORIDE, 93 , 1 ,2007,3, -   
DC,,S,COCAINE, 79 , 2 ,2007,3, -   
DC,,S,COCAINE, 76 , 0 ,2007,3, -   
DC,,S,COCAINE, 79 , 0 ,2007,3, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
DC,,S,COCAINE, 84 , 10 ,2007,3, -   
DC,,S,COCAINE, -   , 0 ,2007,3, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 77 ," 3,939 ",2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 84 , 719 ,2007,3, -   
IN,,S,COCAINE, 65 , 5 ,2007,3, -   
IN,,S,COCAINE, 58 , 4 ,2007,3, -   
IN,,S,COCAINE, -   , 0 ,2007,3, -   
IN,,S,COCAINE, -   , 0 ,2007,3, -   
IN,,S,COCAINE, -   , 0 ,2007,3, -   
MA,,S,COCAINE, 79 , 5 ,2007,3, -   
MO,,S,COCAINE, 79 , 2 ,2007,3, -   
MS,,S,COCAINE HYDROCHLORIDE, 74 , 45 ,2007,3, -   
MS,,S,COCAINE, 67 , 76 ,2007,3, -   
MS,,S,COCAINE HYDROCHLORIDE, 87 , 81 ,2007,3, -   
NC,,S,COCAINE HYDROCHLORIDE, 95 , 42 ,2007,3, -   
NJ,,S,COCAINE HYDROCHLORIDE, 76 ," 4,015 ",2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, 41 , 3 ,2007,3, -   
OR,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
PA,,S,COCAINE HYDROCHLORIDE, 11 , 266 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 97 ," 25,060 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 70 , 146 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 91 ," 45,050 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 85 ," 250,800 ",2007,3, -   
VA,,S,COCAINE, 76 , 15 ,2007,3, -   
VA,,S,COCAINE, -   , 0 ,2007,3, -   
,IT,S,COCAINE HYDROCHLORIDE, 31 , 2 ,2007,3, -   
AK,,S,COCAINE HYDROCHLORIDE, 85 ," 5,905 ",2007,3, -   
AL,,S,COCAINE HYDROCHLORIDE, 43 , 13 ,2007,3, -   
AL,,S,COCAINE HYDROCHLORIDE, 67 , 12 ,2007,3, -   
AL,,S,COCAINE HYDROCHLORIDE, 71 , 21 ,2007,3, -   
AL,,S,COCAINE HYDROCHLORIDE, 88 , 3 ,2007,3, -   
AL,,S,COCAINE HYDROCHLORIDE, 58 , 56 ,2007,3, -   
AL,,S,COCAINE HYDROCHLORIDE, 84 , 0 ,2007,3, -   
AL,,S,COCAINE, 72 , 12 ,2007,3, -   
AL,,S,COCAINE HYDROCHLORIDE, 60 , 1 ,2007,3, -   
AZ,,S,COCAINE HYDROCHLORIDE, 90 ," 14,970 ",2007,3, -   
DC,,S,COCAINE, 87 , 0 ,2007,3, -   
DC,,S,COCAINE, 82 , 8 ,2007,3, -   
DC,,S,COCAINE, 54 , 10 ,2007,3, -   
DC,,S,COCAINE, 62 , 5 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 84 , 47 ,2007,3, -   
FL,,S,COCAINE, -   , 0 ,2007,3, -   
FL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
FL,,S,COCAINE, 69 , 1 ,2007,3, -   
FL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
FL,,S,COCAINE, -   , 0 ,2007,3, -   
FL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
FL,,S,COCAINE, 49 , 78 ,2007,3, -   
FL,,S,COCAINE, 58 , 25 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 52 , 109 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 61 , 81 ,2007,3, -   
FL,,S,COCAINE, 90 , 0 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 70 , 37 ,2007,3, -   
FL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
FL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 74 , 7 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 42 , 113 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 6 , 0 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 87 , 0 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
IL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
IN,,S,COCAINE, 42 , 28 ,2007,3, -   
LA,,S,COCAINE, 42 , 113 ,2007,3, -   
LA,,S,COCAINE HYDROCHLORIDE, 79 , 1 ,2007,3, -   
LA,,S,COCAINE, 81 , 16 ,2007,3, -   
MI,,S,COCAINE HYDROCHLORIDE, 87 ," 28,880 ",2007,3, -   
MI,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
MI,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
NM,,S,COCAINE HYDROCHLORIDE, 82 ," 20,000 ",2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 40 , 1 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 50 , 650 ,2007,3, -   
NY,,S,COCAINE, 62 , 8 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 81 , 198 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 77 , 181 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 38 , 228 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 79 ," 16,110 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 93 ," 2,980 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 ," 1,022 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 ," 2,962 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 84 ," 2,971 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 79 ," 104,100 ",2007,3, -   
IN,,X,COCAINE, 83 , 1 ,2007,3, -   
IN,,X,COCAINE, 77 , 1 ,2007,3, -   
IN,,X,COCAINE, 80 , 2 ,2007,3, -   
IN,,X,COCAINE, 80 , 0 ,2007,3, -   
IN,,X,COCAINE, 81 , 1 ,2007,3, -   
IN,,X,COCAINE, -   , 0 ,2007,3, -   
IN,,X,COCAINE, -   , 0 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 85 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 87 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 85 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 88 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 87 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 89 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 86 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 86 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 85 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 85 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 89 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 84 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 86 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 77 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 88 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 88 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 87 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 87 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 88 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 86 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 19 , 2 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 19 , 2 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 18 , 2 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 19 , 2 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 75 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 80 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 80 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 80 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 81 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 73 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 81 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 73 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 72 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 71 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 84 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 72 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 84 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 73 , 1 ,2007,3, -   
,GE,X,COCAINE HYDROCHLORIDE, 72 , 1 ,2007,3, -   
AL,,S,COCAINE HYDROCHLORIDE, 37 ," 1,090 ",2007,3, -   
CA,,S,COCAINE, 85 , 8 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 88 ," 29,970 ",2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 91 ," 9,935 ",2007,3, -   
CT,,S,COCAINE HYDROCHLORIDE, 84 , 18 ,2007,3, -   
DC,,S,COCAINE, 92 , 4 ,2007,3, -   
DC,,S,COCAINE, 80 , 0 ,2007,3, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 85 , 42 ,2007,3, -   
FL,,S,COCAINE, 68 , 12 ,2007,3, -   
IN,,S,COCAINE, 37 , 80 ,2007,3, -   
IN,,S,COCAINE HYDROCHLORIDE, 91 , 434 ,2007,3, -   
IN,,S,COCAINE HYDROCHLORIDE, 67 , 463 ,2007,3, -   
MD,,S,COCAINE, 49 , 45 ,2007,3, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
MD,,S,COCAINE, 63 , 0 ,2007,3, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
NC,,S,COCAINE HYDROCHLORIDE, 89 ," 8,917 ",2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 44 , 496 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 82 ," 1,000 ",2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 87 , 494 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 17 , 189 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 52 , 29 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 87 , 14 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 ," 3,007 ",2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
VA,,S,COCAINE, 82 , 4 ,2007,3, -   
VA,,S,COCAINE, 65 , 7 ,2007,3, -   
WA,,S,COCAINE, 76 , 18 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 80 ," 14,830 ",2007,3, -   
DC,,S,COCAINE, 84 , 2 ,2007,3, -   
DC,,S,COCAINE, 82 , 0 ,2007,3, -   
DC,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
DC,,S,COCAINE, 70 , 0 ,2007,3, -   
DC,,S,COCAINE, 68 , 1 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 88 ," 5,004 ",2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 73 , 395 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 58 , 395 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 92 ," 1,999 ",2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 22 ," 39,410 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 91 , 0 ,2007,3, -   
TX,,S,"COCAINE, SALT UNDETERMINED", 59 , 0 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 85 ," 1,064 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 84 ," 2,506 ",2007,3, -   
MA,,G,COCAINE, 80 , 2 ,2007,3, -   
CA,,S,COCAINE, 70 , 7 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 84 , 553 ,2007,3, -   
GA,,S,COCAINE HYDROCHLORIDE, 80 , 503 ,2007,3, -   
GA,,S,COCAINE, 61 , 2 ,2007,3, -   
IL,,S,COCAINE, 50 , 27 ,2007,3, -   
IL,,S,COCAINE, 95 , 17 ,2007,3, -   
IL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
IN,,S,COCAINE HYDROCHLORIDE, 84 , 0 ,2007,3, -   
IN,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
IN,,S,COCAINE HYDROCHLORIDE, 84 , 1 ,2007,3, -   
IN,,S,COCAINE HYDROCHLORIDE, 76 , 1 ,2007,3, -   
KY,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
KY,,S,COCAINE, -   , 0 ,2007,3, -   
KY,,S,COCAINE, -   , 0 ,2007,3, -   
LA,,S,COCAINE HYDROCHLORIDE, 72 , 61 ,2007,3, -   
LA,,S,COCAINE HYDROCHLORIDE, 80 ," 1,000 ",2007,3, -   
LA,,S,"COCAINE, SALT UNDETERMINED", 54 , 48 ,2007,3, -   
LA,,S,"COCAINE, SALT UNDETERMINED", 60 , 6 ,2007,3, -   
MS,,S,COCAINE, 49 , 91 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 ," 24,150 ",2007,3, -   
VA,,S,COCAINE HYDROCHLORIDE, 83 , 0 ,2007,3, -   
WV,,S,COCAINE, 79 , 6 ,2007,3, -   
,IT,S,COCAINE HYDROCHLORIDE, 30 , 3 ,2007,3, -   
CA,,G,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
AZ,,S,COCAINE, 63 , 7 ,2007,3, -   
AZ,,S,COCAINE, 84 , 0 ,2007,3, -   
AZ,,S,COCAINE, -   , 0 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
DC,,S,COCAINE, 78 , 1 ,2007,3, -   
DC,,S,COCAINE, 81 , 3 ,2007,3, -   
DC,,S,COCAINE, 79 , 0 ,2007,3, -   
DC,,S,COCAINE, -   , 0 ,2007,3, -   
DC,,S,COCAINE, 74 , 0 ,2007,3, -   
DC,,S,COCAINE, 73 , 6 ,2007,3, -   
DC,,S,COCAINE, 66 , 46 ,2007,3, -   
DC,,S,COCAINE, 71 , 1 ,2007,3, -   
DE,,S,COCAINE, -   , 0 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, -   , 27 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 41 , 981 ,2007,3, -   
GA,,S,COCAINE HYDROCHLORIDE, 82 , 746 ,2007,3, -   
GA,,S,COCAINE HYDROCHLORIDE, 90 , 14 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 82 ," 1,975 ",2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 84 , 995 ,2007,3, -   
MI,,S,COCAINE HYDROCHLORIDE, 86 ," 12,950 ",2007,3, -   
NJ,,S,COCAINE, 40 , 55 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 66 , 141 ,2007,3, -   
OK,,S,COCAINE, 72 , 0 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, 77 , 249 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, 55 , 249 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, 57 , 52 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, 78 , 28 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, 83 , 28 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, 81 , 83 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
OR,,S,COCAINE HYDROCHLORIDE, 82 , 2 ,2007,3, -   
OR,,S,"COCAINE, SALT UNDETERMINED", -   , 18 ,2007,3, -   
OR,,S,COCAINE, 60 , 5 ,2007,3, -   
PA,,S,COCAINE, 86 , 0 ,2007,3, -   
TN,,S,COCAINE, -   , 0 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 60 , 13 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 90 , 20 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 91 , 53 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 , 756 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 88 ," 3,895 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 88 ," 5,025 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 38 , 45 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 80 , 39 ,2007,3, -   
VA,,S,COCAINE HYDROCHLORIDE, 90 ," 13,000 ",2007,3, -   
,TH,S,COCAINE HYDROCHLORIDE, 93 , 2 ,2007,3, -   
AL,,S,COCAINE HYDROCHLORIDE, 62 , 23 ,2007,3, -   
AL,,S,COCAINE, 88 , 23 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 83 , 43 ,2007,3, -   
CA,,S,COCAINE, -   , 0 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,3, -   
CA,,S,COCAINE HYDROCHLORIDE, 86 , 250 ,2007,3, -   
CA,,S,COCAINE, 74 , 240 ,2007,3, -   
CA,,S,COCAINE, -   , 0 ,2007,3, -   
CA,,S,COCAINE, -   , 0 ,2007,3, -   
CA,,S,COCAINE, -   , 5 ,2007,3, -   
CA,,S,COCAINE, -   , 0 ,2007,3, -   
CA,,S,COCAINE, -   , 0 ,2007,3, -   
CA,,S,COCAINE, -   , 0 ,2007,3, -   
DC,,S,COCAINE, 79 , 1 ,2007,3, -   
DC,,S,COCAINE, 77 , 10 ,2007,3, -   
DC,,S,COCAINE, 81 , 0 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 84 , 543 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 86 ," 3,007 ",2007,3, -   
GA,,S,COCAINE HYDROCHLORIDE, 91 , 133 ,2007,3, -   
GA,,S,COCAINE, 87 , 50 ,2007,3, -   
GA,,S,COCAINE HYDROCHLORIDE, 90 , 105 ,2007,3, -   
GA,,S,"COCAINE, SALT UNDETERMINED", 29 , 60 ,2007,3, -   
GA,,S,COCAINE HYDROCHLORIDE, 75 , 5 ,2007,3, -   
GA,,S,COCAINE, 88 , 8 ,2007,3, -   
IL,,S,COCAINE HYDROCHLORIDE, 85 , 62 ,2007,3, -   
IL,,S,COCAINE, 80 , 0 ,2007,3, -   
IL,,S,COCAINE, 12 , 1 ,2007,3, -   
IN,,S,COCAINE, 39 , 55 ,2007,3, -   
KY,,S,COCAINE HYDROCHLORIDE, 78 , 3 ,2007,3, -   
MA,,S,COCAINE HYDROCHLORIDE, 68 , 1 ,2007,3, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
MD,,S,COCAINE, -   , 0 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 88 , 130 ,2007,3, -   
TN,,S,COCAINE, 76 , 1 ,2007,3, -   
TN,,S,COCAINE, 63 , 117 ,2007,3, -   
TN,,S,COCAINE, 70 , 3 ,2007,3, -   
TN,,S,COCAINE, 81 , 53 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 82 , 987 ,2007,3, -   
TX,,S,COCAINE, 90 , 2 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 86 , 0 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 ," 17,230 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 77 , 54 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 90 ," 8,908 ",2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 61 , 749 ,2007,3, -   
VA,,S,COCAINE, 73 , 17 ,2007,3, -   
VA,,S,COCAINE, 75 , 0 ,2007,3, -   
VA,,S,COCAINE, 82 , 0 ,2007,3, -   
VA,,S,COCAINE, 78 , 0 ,2007,3, -   
VA,,S,COCAINE, 57 , 3 ,2007,3, -   
VA,,S,COCAINE, 84 , 1 ,2007,3, -   
VA,,S,COCAINE, 56 , 1 ,2007,3, -   
VA,,S,COCAINE, 82 , 1 ,2007,3, -   
VA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
VA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
VA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
VA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
VA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
,PR,S,COCAINE HYDROCHLORIDE, 78 ," 9,932 ",2007,3, -   
AZ,,S,COCAINE HYDROCHLORIDE, 87 ," 1,002 ",2007,3, -   
AZ,,S,COCAINE HYDROCHLORIDE, 82 ," 1,000 ",2007,3, -   
DC,,S,COCAINE, 75 , 0 ,2007,3, -   
DC,,S,COCAINE, 51 , 3 ,2007,3, -   
DC,,S,COCAINE, 56 , 0 ,2007,3, -   
DC,,S,COCAINE, 94 , 2 ,2007,3, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 90 , 225 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 89 , 85 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 90 , 488 ,2007,3, -   
FL,,S,COCAINE, 69 , 31 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 86 ," 7,008 ",2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 79 , 9 ,2007,3, -   
FL,,S,COCAINE, 78 , 11 ,2007,3, -   
FL,,S,COCAINE HYDROCHLORIDE, 82 , 135 ,2007,3, -   
FL,,S,COCAINE, 87 , 1 ,2007,3, -   
KY,,S,COCAINE, 51 , 47 ,2007,3, -   
KY,,S,COCAINE HYDROCHLORIDE, 68 , 1 ,2007,3, -   
MD,,S,COCAINE HYDROCHLORIDE, 36 , 0 ,2007,3, -   
MD,,S,COCAINE, 62 , 13 ,2007,3, -   
MD,,S,COCAINE, -   , 0 ,2007,3, -   
MD,,S,COCAINE, -   , 0 ,2007,3, -   
MO,,S,COCAINE HYDROCHLORIDE, 76 , 251 ,2007,3, -   
NJ,,S,COCAINE HYDROCHLORIDE, 77 ," 15,370 ",2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 79 , 29 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 81 , 13 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 71 , 1 ,2007,3, -   
NY,,S,"COCAINE, SALT UNDETERMINED", 43 , 3 ,2007,3, -   
NY,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
NY,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,3, -   
NY,,S,COCAINE HYDROCHLORIDE, 78 , 481 ,2007,3, -   
NY,,S,COCAINE, 69 , 111 ,2007,3, -   
OH,,S,COCAINE HYDROCHLORIDE, 83 , 497 ,2007,3, -   
OH,,S,COCAINE HYDROCHLORIDE, 70 , 44 ,2007,3, -   
OH,,S,COCAINE HYDROCHLORIDE, 62 , 31 ,2007,3, -   
TX,,S,COCAINE, 72 , 8 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 91 , 494 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 , 1 ,2007,3, -   
TX,,S,COCAINE HYDROCHLORIDE, 72 ," 13,960 ",2007,3, -   
VA,,S,COCAINE, 72 , 78 ,2007,3, -   
WA,,S,COCAINE HYDROCHLORIDE, 81 , 85 ,2007,3, -   
NJ,,X,COCAINE, 51 , 27 ,2007,3, -   
TX,,X,COCAINE HYDROCHLORIDE, 63 , 167 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 86 , 1 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 85 , 2 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 88 , 2 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 87 , 6 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 87 , 1 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 80 , 3 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 86 , 3 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 87 , 1 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 91 , 1 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 85 , 2 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 88 , 3 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 88 , 1 ,2007,3, -   
,CB,S,COCAINE HYDROCHLORIDE, 87 , 1 ,2007,3, -   
,PM,X,COCAINE HYDROCHLORIDE, 86 ," 10,020 ",2007,3, -   
