State,Country,MethAcq,Drug, Potency , Nt Wt ,Seize Year,Seize Month, Post Price 
IL,,S,COCAINE HYDROCHLORIDE, 90 ," 2,973 ",2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 85 ," 1,008 ",2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 85 , 996 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 71 , 968 ,2007,9, -   
LA,,S,COCAINE HYDROCHLORIDE, 73 ," 2,983 ",2007,9, -   
MA,,S,COCAINE HYDROCHLORIDE, 83 ," 6,814 ",2007,9, -   
MD,,S,COCAINE HYDROCHLORIDE, 41 , 7 ,2007,9, -   
MD,,S,COCAINE, 59 , 12 ,2007,9, -   
NJ,,S,COCAINE HYDROCHLORIDE, 91 , 1 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 76 ," 4,959 ",2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 62 , 500 ,2007,9, -   
NY,,S,"COCAINE, SALT UNDETERMINED", -   , 390 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 49 , 164 ,2007,9, -   
NY,,S,COCAINE, 83 , 7 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 21 , 28 ,2007,9, -   
NY,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 86 ," 8,037 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 77 ," 1,005 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 60 ," 9,846 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 57 ," 2,007 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 42 ," 3,022 ",2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 32 , 0 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 22 , 0 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 31 , 1 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 29 , 144 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 28 , 209 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 29 , 20 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 50 ," 1,501 ",2007,9, -   
AZ,,S,COCAINE HYDROCHLORIDE, 92 , 0 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 84 ," 6,972 ",2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 79 , 698 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 79 , 58 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, -   , 29 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 88 , 33 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 73 , 9 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 73 , 16 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 61 , 0 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 60 , 0 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 81 , 100 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 49 , 112 ,2007,9, -   
CA,,S,COCAINE, 55 , 44 ,2007,9, -   
DC,,S,COCAINE, 51 , 2 ,2007,9, -   
DC,,S,COCAINE, 83 , 1 ,2007,9, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
DC,,S,COCAINE, 53 , 0 ,2007,9, -   
DC,,S,COCAINE, 63 , 0 ,2007,9, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
DC,,S,COCAINE, 79 , 0 ,2007,9, -   
DC,,S,COCAINE, 54 , 4 ,2007,9, -   
DC,,S,COCAINE, 41 , 0 ,2007,9, -   
DC,,S,COCAINE, 59 , 11 ,2007,9, -   
FL,,S,"COCAINE, SALT UNDETERMINED", -   , 881 ,2007,9, -   
FL,,S,COCAINE, 80 , 1 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 81 , 1 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 37 , 14 ,2007,9, -   
FL,,S,COCAINE, 78 , 0 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 91 ," 5,961 ",2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 89 ," 2,956 ",2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 82 , 5 ,2007,9, -   
IL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
IL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
IN,,S,COCAINE, 88 , 10 ,2007,9, -   
LA,,S,COCAINE, 64 , 1 ,2007,9, -   
LA,,S,COCAINE, 81 , 22 ,2007,9, -   
LA,,S,COCAINE, 69 , 20 ,2007,9, -   
LA,,S,COCAINE, 49 , 22 ,2007,9, -   
LA,,S,COCAINE HYDROCHLORIDE, 74 , 20 ,2007,9, -   
LA,,S,COCAINE, 38 , 5 ,2007,9, -   
LA,,S,COCAINE, 89 , 0 ,2007,9, -   
LA,,S,COCAINE, 62 , 1 ,2007,9, -   
LA,,S,COCAINE, 55 , 4 ,2007,9, -   
LA,,S,COCAINE HYDROCHLORIDE, 58 , 4 ,2007,9, -   
MD,,S,COCAINE, 46 , 16 ,2007,9, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 135 ,2007,9, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 123 ,2007,9, -   
MD,,S,COCAINE, 50 , 37 ,2007,9, -   
ME,,S,COCAINE HYDROCHLORIDE, 66 , 21 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 82 , 983 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 72 , 999 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 85 , 331 ,2007,9, -   
PA,,S,COCAINE HYDROCHLORIDE, 41 , 44 ,2007,9, -   
PA,,S,COCAINE HYDROCHLORIDE, 65 , 78 ,2007,9, -   
PA,,S,COCAINE HYDROCHLORIDE, 39 , 85 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 87 ," 7,974 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 90 ," 1,052 ",2007,9, -   
VA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
VA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
VA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 37 , 280 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 52 , 1 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 52 , 7 ,2007,9, -   
VA,,S,COCAINE, 81 , 1 ,2007,9, -   
VA,,S,COCAINE, -   , 0 ,2007,9, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
IL,,X,COCAINE HYDROCHLORIDE, 66 , 62 ,2007,9, -   
CA,,G,COCAINE HYDROCHLORIDE, 84 , 3 ,2007,9, -   
NY,,G,COCAINE HYDROCHLORIDE, 67 , 0 ,2007,9, -   
WA,,G,COCAINE HYDROCHLORIDE, 39 , 1 ,2007,9, -   
AZ,,S,COCAINE HYDROCHLORIDE, 52 , 7 ,2007,9, -   
AZ,,S,COCAINE HYDROCHLORIDE, 82 ," 12,930 ",2007,9, -   
AZ,,S,COCAINE HYDROCHLORIDE, 82 ," 15,980 ",2007,9, -   
DC,,S,COCAINE, 61 , 80 ,2007,9, -   
DC,,S,COCAINE HYDROCHLORIDE, 85 , 27 ,2007,9, -   
DC,,S,COCAINE, 64 , 5 ,2007,9, -   
FL,,S,COCAINE, 82 , 2 ,2007,9, -   
FL,,S,COCAINE, 79 , 4 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 81 , 13 ,2007,9, -   
FL,,S,COCAINE, 76 , 13 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 38 , 6 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,9, -   
KS,,S,COCAINE, 55 , 80 ,2007,9, -   
KS,,S,COCAINE, 62 , 110 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 24 , 41 ,2007,9, -   
NY,,S,COCAINE, 91 , 2 ,2007,9, -   
NY,,S,"COCAINE, SALT UNDETERMINED", 3 , 3 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 83 , 184 ,2007,9, -   
NY,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
NY,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 73 , 997 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 69 ," 1,002 ",2007,9, -   
IN,,X,COCAINE HYDROCHLORIDE, 84 , 252 ,2007,9, -   
NY,,X,COCAINE HYDROCHLORIDE, 75 , 55 ,2007,9, -   
,PR,S,COCAINE HYDROCHLORIDE, 80 ," 5,003 ",2007,9, -   
NY,,G,COCAINE, 77 , 0 ,2007,9, -   
DC,,S,COCAINE, 66 , 1 ,2007,9, -   
DC,,S,COCAINE, -   , 0 ,2007,9, -   
ME,,S,COCAINE HYDROCHLORIDE, 59 , 13 ,2007,9, -   
MI,,S,COCAINE HYDROCHLORIDE, 84 ," 1,007 ",2007,9, -   
MI,,S,COCAINE HYDROCHLORIDE, 81 , 501 ,2007,9, -   
MI,,S,COCAINE HYDROCHLORIDE, 92 , 499 ,2007,9, -   
MI,,S,COCAINE HYDROCHLORIDE, 85 , 500 ,2007,9, -   
MI,,S,COCAINE HYDROCHLORIDE, 90 ," 7,447 ",2007,9, -   
MI,,S,"COCAINE, SALT UNDETERMINED", -   , 514 ,2007,9, -   
MI,,S,COCAINE HYDROCHLORIDE, 82 ," 1,988 ",2007,9, -   
MO,,S,COCAINE HYDROCHLORIDE, 22 , 3 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 80 ," 15,770 ",2007,9, -   
,PR,S,COCAINE, 59 , 117 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 88 ," 9,926 ",2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 81 , 126 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 59 , 6 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 79 ," 8,051 ",2007,9, -   
DC,,S,COCAINE, 72 , 0 ,2007,9, -   
DC,,S,COCAINE, 44 , 0 ,2007,9, -   
FL,,S,COCAINE, 78 , 1 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 86 ," 10,120 ",2007,9, -   
DC,,S,COCAINE, 36 , 1 ,2007,9, -   
DC,,S,COCAINE, 64 , 1 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 62 ," 1,946 ",2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 71 , 830 ,2007,9, -   
LA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,9, -   
LA,,S,COCAINE HYDROCHLORIDE, 88 ," 7,492 ",2007,9, -   
LA,,S,COCAINE HYDROCHLORIDE, 84 , 276 ,2007,9, -   
LA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,9, -   
LA,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,9, -   
ME,,S,COCAINE, 22 , 958 ,2007,9, -   
ME,,S,COCAINE, 23 ," 1,032 ",2007,9, -   
MI,,S,COCAINE, 72 , 2 ,2007,9, -   
NJ,,S,COCAINE, 51 , 34 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 52 ," 1,980 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 64 ," 18,430 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 85 , 8 ,2007,9, -   
LA,,G,COCAINE HYDROCHLORIDE, 66 , 1 ,2007,9, -   
OH,,G,COCAINE HYDROCHLORIDE, 80 ," 1,001 ",2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 35 ," 1,000 ",2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 85 , 14 ,2007,9, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
DC,,S,COCAINE, 73 , 0 ,2007,9, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
DC,,S,COCAINE, 49 , 0 ,2007,9, -   
DC,,S,COCAINE, 71 , 1 ,2007,9, -   
DC,,S,COCAINE, 84 , 0 ,2007,9, -   
DC,,S,COCAINE, -   , 0 ,2007,9, -   
DC,,S,COCAINE, 49 , 1 ,2007,9, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
DC,,S,COCAINE, 55 , 14 ,2007,9, -   
DC,,S,COCAINE, 59 , 8 ,2007,9, -   
DC,,S,COCAINE, 63 , 0 ,2007,9, -   
DC,,S,COCAINE, 65 , 0 ,2007,9, -   
DC,,S,COCAINE, 62 , 36 ,2007,9, -   
FL,,S,COCAINE, 85 , 3 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 59 , 281 ,2007,9, -   
HI,,S,COCAINE HYDROCHLORIDE, 86 ," 1,004 ",2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 83 ," 2,000 ",2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 89 , 28 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 64 , 5 ,2007,9, -   
IN,,S,COCAINE HYDROCHLORIDE, 83 ," 5,011 ",2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 78 ," 5,961 ",2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,9, -   
OH,,S,COCAINE HYDROCHLORIDE, 82 ," 1,002 ",2007,9, -   
OH,,S,COCAINE HYDROCHLORIDE, 82 ," 1,000 ",2007,9, -   
OH,,S,COCAINE HYDROCHLORIDE, 82 ," 1,001 ",2007,9, -   
OH,,S,COCAINE HYDROCHLORIDE, 79 ," 1,000 ",2007,9, -   
OH,,S,COCAINE HYDROCHLORIDE, 80 ," 1,001 ",2007,9, -   
PA,,S,COCAINE HYDROCHLORIDE, 82 , 411 ,2007,9, -   
PA,,S,COCAINE HYDROCHLORIDE, 56 , 628 ,2007,9, -   
PA,,S,COCAINE, -   , 0 ,2007,9, -   
PA,,S,COCAINE HYDROCHLORIDE, 65 , 0 ,2007,9, -   
PA,,S,COCAINE, 62 , 2 ,2007,9, -   
PA,,S,COCAINE HYDROCHLORIDE, 83 , 1 ,2007,9, -   
PA,,S,COCAINE, -   , 0 ,2007,9, -   
PA,,S,COCAINE HYDROCHLORIDE, 58 , 5 ,2007,9, -   
SC,,S,COCAINE HYDROCHLORIDE, 59 ," 2,008 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 70 , 54 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 ," 4,015 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 90 ," 6,014 ",2007,9, -   
VA,,S,COCAINE, 74 , 2 ,2007,9, -   
KS,,X,COCAINE HYDROCHLORIDE, 85 , 637 ,2007,9, -   
NY,,G,COCAINE HYDROCHLORIDE, 55 , 0 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 83 ," 2,973 ",2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 89 ," 27,010 ",2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 50 , 0 ,2007,9, -   
DC,,S,COCAINE, 57 , 62 ,2007,9, -   
DC,,S,COCAINE, 91 , 0 ,2007,9, -   
DC,,S,COCAINE, 89 , 0 ,2007,9, -   
DC,,S,COCAINE, -   , 0 ,2007,9, -   
DC,,S,COCAINE, 78 , 0 ,2007,9, -   
DC,,S,COCAINE, 64 , 40 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 87 ," 1,996 ",2007,9, -   
FL,,S,COCAINE, 78 , 1 ,2007,9, -   
FL,,S,"COCAINE, SALT UNDETERMINED", 18 , 3 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 83 , 490 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 44 , 3 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 92 , 1 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 81 , 999 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 85 ," 1,997 ",2007,9, -   
IN,,S,COCAINE, 79 , 1 ,2007,9, -   
KS,,S,COCAINE HYDROCHLORIDE, 57 ," 2,493 ",2007,9, -   
KS,,S,COCAINE HYDROCHLORIDE, 46 ," 4,995 ",2007,9, -   
MD,,S,COCAINE HYDROCHLORIDE, 35 , 6 ,2007,9, -   
MD,,S,COCAINE HYDROCHLORIDE, 36 , 2 ,2007,9, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
NJ,,S,COCAINE HYDROCHLORIDE, 83 ," 32,820 ",2007,9, -   
NJ,,S,COCAINE HYDROCHLORIDE, 79 , 3 ,2007,9, -   
NJ,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,9, -   
NJ,,S,COCAINE HYDROCHLORIDE, 61 , 3 ,2007,9, -   
NM,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,9, -   
PA,,S,COCAINE, 73 , 63 ,2007,9, -   
PA,,S,COCAINE, 92 , 2 ,2007,9, -   
PA,,S,COCAINE, 45 , 0 ,2007,9, -   
SC,,S,COCAINE HYDROCHLORIDE, 79 , 127 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 78 ," 1,001 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 85 , 252 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 21 , 42 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,9, -   
WV,,S,COCAINE HYDROCHLORIDE, 31 , 247 ,2007,9, -   
WV,,S,COCAINE HYDROCHLORIDE, 46 , 531 ,2007,9, -   
AZ,,S,COCAINE HYDROCHLORIDE, 82 ," 25,810 ",2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 91 , 46 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 80 , 983 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 52 , 4 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 90 , 13 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 91 , 82 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 89 , 252 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 88 , 252 ,2007,9, -   
CA,,S,COCAINE, 84 , 119 ,2007,9, -   
CA,,S,COCAINE, 35 , 22 ,2007,9, -   
CA,,S,COCAINE, 33 , 10 ,2007,9, -   
CA,,S,COCAINE, 34 , 27 ,2007,9, -   
CA,,S,COCAINE, 34 , 13 ,2007,9, -   
DC,,S,COCAINE, 65 , 2 ,2007,9, -   
DC,,S,COCAINE, -   , 0 ,2007,9, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
DC,,S,COCAINE, 75 , 1 ,2007,9, -   
DC,,S,COCAINE, -   , 0 ,2007,9, -   
DC,,S,COCAINE, 50 , 0 ,2007,9, -   
DC,,S,COCAINE, 59 , 0 ,2007,9, -   
DC,,S,COCAINE, -   , 0 ,2007,9, -   
DC,,S,COCAINE, 73 , 3 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 45 , 0 ,2007,9, -   
FL,,S,COCAINE, 80 , 0 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 85 , 125 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 56 , 113 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 90 , 999 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 90 , 1 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 82 ," 1,002 ",2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 79 , 95 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 81 , 7 ,2007,9, -   
IL,,S,COCAINE HYDROCHLORIDE, 65 , 31 ,2007,9, -   
MI,,S,COCAINE, 58 , 492 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 82 ," 4,998 ",2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 48 ," 1,004 ",2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 54 , 90 ,2007,9, -   
NY,,S,COCAINE, 78 , 7 ,2007,9, -   
NY,,S,COCAINE HYDROCHLORIDE, 75 ," 1,535 ",2007,9, -   
TN,,S,COCAINE HYDROCHLORIDE, 81 ," 1,988 ",2007,9, -   
TN,,S,COCAINE HYDROCHLORIDE, 83 ," 4,993 ",2007,9, -   
TN,,S,COCAINE HYDROCHLORIDE, 74 , 0 ,2007,9, -   
TN,,S,COCAINE HYDROCHLORIDE, 80 , 38 ,2007,9, -   
TN,,S,COCAINE, 79 , 7 ,2007,9, -   
TN,,S,COCAINE HYDROCHLORIDE, 95 , 17 ,2007,9, -   
TN,,S,COCAINE HYDROCHLORIDE, 31 , 252 ,2007,9, -   
TN,,S,COCAINE, -   , 0 ,2007,9, -   
TN,,S,COCAINE, 37 , 52 ,2007,9, -   
TN,,S,COCAINE HYDROCHLORIDE, 75 , 3 ,2007,9, -   
TN,,S,COCAINE HYDROCHLORIDE, 64 , 4 ,2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 90 ," 1,012 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 ," 54,870 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 90 ," 1,999 ",2007,9, -   
VA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
VA,,S,COCAINE, -   , 0 ,2007,9, -   
VA,,S,COCAINE, 71 , 8 ,2007,9, -   
VA,,S,COCAINE, 67 , 93 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 67 , 13 ,2007,9, -   
VA,,S,COCAINE, 67 , 6 ,2007,9, -   
VA,,S,COCAINE, 68 , 12 ,2007,9, -   
VA,,S,COCAINE, 93 , 0 ,2007,9, -   
VA,,S,COCAINE, 43 , 9 ,2007,9, -   
VA,,S,COCAINE HYDROCHLORIDE, 86 , 0 ,2007,9, -   
WA,,S,COCAINE, 84 , 2 ,2007,9, -   
WA,,S,COCAINE, 85 , 3 ,2007,9, -   
WV,,S,COCAINE HYDROCHLORIDE, 32 , 41 ,2007,9, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,9, -   
KS,,X,COCAINE HYDROCHLORIDE, 59 ," 2,963 ",2007,9, -   
NY,,X,COCAINE, 77 , 4 ,2007,9, -   
NY,,X,COCAINE, 67 , 20 ,2007,9, -   
TX,,X,COCAINE HYDROCHLORIDE, 89 ," 12,940 ",2007,9, -   
,PR,S,COCAINE HYDROCHLORIDE, 76 ," 25,970 ",2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 87 ," 26,720 ",2007,9, -   
DC,,S,COCAINE, 75 , 0 ,2007,9, -   
DC,,S,COCAINE, 79 , 1 ,2007,9, -   
DC,,S,COCAINE, 83 , 0 ,2007,9, -   
DC,,S,COCAINE, 82 , 2 ,2007,9, -   
DC,,S,COCAINE, 83 , 4 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 88 , 0 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 35 , 279 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 96 , 14 ,2007,9, -   
GA,,S,COCAINE HYDROCHLORIDE, 89 , 1 ,2007,9, -   
GA,,S,COCAINE HYDROCHLORIDE, 90 , 0 ,2007,9, -   
GA,,S,COCAINE, 79 , 0 ,2007,9, -   
IL,,S,COCAINE, 46 , 98 ,2007,9, -   
KY,,S,COCAINE HYDROCHLORIDE, 40 , 353 ,2007,9, -   
KY,,S,COCAINE HYDROCHLORIDE, 83 , 52 ,2007,9, -   
MA,,S,COCAINE HYDROCHLORIDE, 41 , 53 ,2007,9, -   
MA,,S,COCAINE HYDROCHLORIDE, 40 , 439 ,2007,9, -   
MA,,S,COCAINE HYDROCHLORIDE, 39 , 57 ,2007,9, -   
NM,,S,COCAINE HYDROCHLORIDE, 88 ," 47,970 ",2007,9, -   
SC,,S,COCAINE HYDROCHLORIDE, 62 , 997 ,2007,9, -   
VA,,S,COCAINE, 66 , 8 ,2007,9, -   
,PM,S,COCAINE HYDROCHLORIDE, 87 ," 9,942 ",2007,9, -   
,PR,S,COCAINE HYDROCHLORIDE, 76 ," 18,030 ",2007,9, -   
,PR,S,COCAINE HYDROCHLORIDE, 80 ," 2,002 ",2007,9, -   
,PR,S,COCAINE HYDROCHLORIDE, 19 , 17 ,2007,9, -   
,PR,S,COCAINE, -   , 0 ,2007,9, -   
AL,,S,COCAINE, 49 , 5 ,2007,9, -   
AL,,S,COCAINE, 38 , 16 ,2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 86 ," 28,840 ",2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 78 ," 20,110 ",2007,9, -   
CA,,S,COCAINE HYDROCHLORIDE, 82 ," 26,020 ",2007,9, -   
DC,,S,COCAINE, 73 , 0 ,2007,9, -   
DC,,S,COCAINE, 72 , 1 ,2007,9, -   
DC,,S,COCAINE, 69 , 3 ,2007,9, -   
MD,,S,COCAINE, 72 , 3 ,2007,9, -   
MD,,S,COCAINE, 57 , 6 ,2007,9, -   
NC,,S,COCAINE HYDROCHLORIDE, 52 ," 9,978 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 90 ," 9,070 ",2007,9, -   
TX,,S,COCAINE HYDROCHLORIDE, 95 , 989 ,2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 42 ," 2,751 ",2007,9, -   
FL,,S,COCAINE HYDROCHLORIDE, 44 ," 1,846 ",2007,9, -   
MN,,S,COCAINE, 54 , 1 ,2007,9, -   
MN,,S,COCAINE, -   , 0 ,2007,9, -   
MN,,S,COCAINE, 56 , 0 ,2007,9, -   
MN,,S,COCAINE HYDROCHLORIDE, 53 , 17 ,2007,9, -   
MN,,S,"COCAINE, SALT UNDETERMINED", -   , 27 ,2007,9, -   
MN,,S,COCAINE, 47 , 0 ,2007,9, -   
MN,,S,COCAINE, 69 , 4 ,2007,9, -   
MN,,S,COCAINE, 35 , 26 ,2007,9, -   
NV,,S,COCAINE HYDROCHLORIDE, 76 , 248 ,2007,9, -   
NV,,S,COCAINE HYDROCHLORIDE, 45 , 26 ,2007,9, -   
DC,,X,COCAINE, 34 , 8 ,2007,9, -   
,PR,S,COCAINE HYDROCHLORIDE, 81 ," 10,020 ",2007,9, -   
